,db_id,original_sql,rewritten_sql,activated_rules,original_logical_plan
22,tpch,"select cntrycode, count(*) as numcust, sum(c_acctbal) as totacctbal from ( select substring(c_phone from 1 for 2) as cntrycode, c_acctbal from customer where substring(c_phone from 1 for 2) in ('30', '22', '43', '26', '42', '27', '23') and c_acctbal > ( select avg(c_acctbal) from customer where c_acctbal > 0.00 and substring(c_phone from 1 for 2) in ('30', '22', '43', '26', '42', '27', '23') ) and not exists ( select * from orders where o_custkey = c_custkey ) ) as custsale group by cntrycode order by cntrycode;","SELECT SUBSTR(t.c_phone FROM 1 FOR 2) AS cntrycode, COUNT(*) AS numcust, SUM(t.c_acctbal) AS totacctbal FROM (SELECT * FROM customer WHERE SUBSTR(c_phone FROM 1 FOR 2) = '30' OR (SUBSTR(c_phone FROM 1 FOR 2) = '22' OR SUBSTR(c_phone FROM 1 FOR 2) = '43') OR (SUBSTR(c_phone FROM 1 FOR 2) = '26' OR SUBSTR(c_phone FROM 1 FOR 2) = '42' OR (SUBSTR(c_phone FROM 1 FOR 2) = '27' OR SUBSTR(c_phone FROM 1 FOR 2) = '23'))) AS t INNER JOIN (SELECT AVG(c_acctbal) AS EXPR0 FROM customer WHERE c_acctbal > 0.00 AND (SUBSTR(c_phone FROM 1 FOR 2) = '30' OR (SUBSTR(c_phone FROM 1 FOR 2) = '22' OR SUBSTR(c_phone FROM 1 FOR 2) = '43') OR (SUBSTR(c_phone FROM 1 FOR 2) = '26' OR SUBSTR(c_phone FROM 1 FOR 2) = '42' OR (SUBSTR(c_phone FROM 1 FOR 2) = '27' OR SUBSTR(c_phone FROM 1 FOR 2) = '23')))) AS t1 ON t.c_acctbal > t1.EXPR0 LEFT JOIN (SELECT o_custkey, TRUE AS f0 FROM orders) AS t2 ON t.c_custkey = t2.o_custkey WHERE t2.f0 IS NULL GROUP BY SUBSTR(t.c_phone FROM 1 FOR 2) ORDER BY SUBSTR(t.c_phone FROM 1 FOR 2);",['Empty List'],"['LogicalSort', ['LogicalAggregate', ['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', ['LogicalFilter', 'LogicalTableScan'], ['LogicalAggregate', ['LogicalProject', 'LogicalFilter', 'LogicalTableScan']]], ['LogicalProject', 'LogicalTableScan']]]]]]"
23,tpch,"select s_acctbal, s_name, n_name, p_partkey, p_mfgr, s_address, s_phone, s_comment from part, supplier, partsupp, nation, region where p_partkey = ps_partkey and s_suppkey = ps_suppkey and p_size = 50 and p_type like '%NICKEL' and s_nationkey = n_nationkey and n_regionkey = r_regionkey and r_name = 'EUROPE' and ps_supplycost = ( select min(ps_supplycost) from partsupp, supplier, nation, region where p_partkey = ps_partkey and s_suppkey = ps_suppkey and s_nationkey = n_nationkey and n_regionkey = r_regionkey and r_name = 'EUROPE' ) order by s_acctbal desc, n_name, s_name, p_partkey;","SELECT t1657.s_acctbal, t1657.s_name, t1657.n_name, t1657.p_partkey, t1657.p_mfgr, t1657.s_address, t1657.s_phone, t1657.s_comment FROM (SELECT t1643.p_partkey, t1643.p_name, t1643.p_mfgr, t1643.p_brand, t1643.p_type, t1643.p_size, t1643.p_container, t1643.p_retailprice, t1643.p_comment, t1643.s_suppkey, t1643.s_name, t1643.s_address, t1643.s_nationkey, t1643.s_phone, t1643.s_acctbal, t1643.s_comment, t1643.ps_partkey, t1643.ps_suppkey, t1643.ps_availqty, t1643.ps_supplycost, t1643.ps_comment, t1643.n_nationkey, t1643.n_name, t1643.n_regionkey, t1643.n_comment, t1643.r_regionkey, t1643.r_name, t1643.r_comment, CAST(t1654.ps_partkey AS INTEGER) AS ps_partkey0, CAST(t1654.EXPR0 AS DECIMAL(19, 0)) AS EXPR0 FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM part WHERE p_size = 50 AND p_type LIKE '%NICKEL') AS t1639, supplier AS supplier207, partsupp AS partsupp207 WHERE t1639.p_partkey = partsupp207.ps_partkey AND supplier207.s_suppkey = partsupp207.ps_suppkey) AS t1640, nation AS nation207 WHERE t1640.s_nationkey = nation207.n_nationkey) AS t1641, (SELECT * FROM region WHERE r_name = 'EUROPE') AS t1642 WHERE t1641.n_regionkey = t1642.r_regionkey) AS t1643, (SELECT t1650.ps_partkey, MIN(t1650.EXPR0) AS EXPR0 FROM (SELECT t1647.ps_partkey, t1648.n_regionkey, MIN(t1647.EXPR0) AS EXPR0 FROM (SELECT t1644.ps_partkey, t1645.s_nationkey, MIN(t1644.EXPR0) AS EXPR0 FROM (SELECT ps_partkey, ps_suppkey, MIN(ps_supplycost) AS EXPR0 FROM partsupp GROUP BY ps_partkey, ps_suppkey) AS t1644, (SELECT s_suppkey, s_nationkey FROM supplier GROUP BY s_suppkey, s_nationkey) AS t1645 WHERE t1645.s_suppkey = t1644.ps_suppkey GROUP BY t1644.ps_partkey, t1645.s_nationkey) AS t1647, (SELECT n_nationkey, n_regionkey FROM nation GROUP BY n_nationkey, n_regionkey) AS t1648 WHERE t1647.s_nationkey = t1648.n_nationkey GROUP BY t1647.ps_partkey, t1648.n_regionkey) AS t1650, (SELECT r_regionkey FROM region WHERE r_name = 'EUROPE' GROUP BY r_regionkey) AS t1652 WHERE t1650.n_regionkey = t1652.r_regionkey GROUP BY t1650.ps_partkey) AS t1654 WHERE t1643.p_partkey = t1654.ps_partkey AND t1643.ps_supplycost = t1654.EXPR0 ORDER BY t1643.s_acctbal DESC, t1643.n_name, t1643.s_name, t1643.p_partkey) AS t1657",['Empty List'],"['LogicalSort', ['LogicalProject', ['LogicalProject', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalFilter', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalFilter', 'LogicalTableScan']], ['LogicalAggregate', ['LogicalProject', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalFilter', 'LogicalTableScan']]]]]]]]"
24,tpch,"select n_name, sum(l_extendedprice * (1 - l_discount)) as revenue from customer, orders, lineitem, supplier, nation, region where c_custkey = o_custkey and l_orderkey = o_orderkey and l_suppkey = s_suppkey and c_nationkey = s_nationkey and s_nationkey = n_nationkey and n_regionkey = r_regionkey and r_name = 'AFRICA' and o_orderdate >= date '1996-01-01' and o_orderdate < date '1996-01-01' + interval '1' year group by n_name order by revenue desc;","SELECT nation103.n_name, SUM(lineitem103.l_extendedprice * (1 - lineitem103.l_discount)) AS revenue FROM customer AS customer103 INNER JOIN (SELECT * FROM orders WHERE o_orderdate >= DATE '1996-01-01' AND o_orderdate < (DATE '1996-01-01' + INTERVAL '1' YEAR)) AS t765 ON customer103.c_custkey = t765.o_custkey INNER JOIN lineitem AS lineitem103 ON t765.o_orderkey = lineitem103.l_orderkey INNER JOIN supplier AS supplier103 ON lineitem103.l_suppkey = supplier103.s_suppkey AND customer103.c_nationkey = supplier103.s_nationkey INNER JOIN nation AS nation103 ON supplier103.s_nationkey = nation103.n_nationkey INNER JOIN (SELECT * FROM region WHERE r_name = 'AFRICA') AS t766 ON nation103.n_regionkey = t766.r_regionkey GROUP BY nation103.n_name ORDER BY SUM(lineitem103.l_extendedprice * (1 - lineitem103.l_discount)) DESC",['Empty List'],"['LogicalSort', ['LogicalAggregate', ['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']]]]]]"
25,tpch,"select o_year, sum(case when nation = 'FRANCE' then volume else 0 end) / sum(volume) as mkt_share from ( select extract(year from o_orderdate) as o_year, l_extendedprice * (1 - l_discount) as volume, n2.n_name as nation from part, supplier, lineitem, orders, customer, nation n1, nation n2, region where p_partkey = l_partkey and s_suppkey = l_suppkey and l_orderkey = o_orderkey and o_custkey = c_custkey and c_nationkey = n1.n_nationkey and n1.n_regionkey = r_regionkey and r_name = 'EUROPE' and s_nationkey = n2.n_nationkey and o_orderdate between date '1995-01-01' and date '1996-12-31' and p_type = 'ECONOMY ANODIZED STEEL' ) as all_nations group by o_year order by o_year;","SELECT EXTRACT(YEAR FROM t994.o_orderdate) AS o_year, SUM(CASE WHEN CAST(t994.n_name0 AS CHAR(6)) = 'FRANCE' THEN t994.l_extendedprice * (1 - t994.l_discount) ELSE 0 END) / SUM(t994.l_extendedprice * (1 - t994.l_discount)) AS mkt_share FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM part WHERE p_type = 'ECONOMY ANODIZED STEEL') AS t988, supplier AS supplier102, lineitem AS lineitem102 WHERE t988.p_partkey = lineitem102.l_partkey AND supplier102.s_suppkey = lineitem102.l_suppkey) AS t989, (SELECT * FROM orders WHERE o_orderdate >= DATE '1995-01-01' AND o_orderdate <= DATE '1996-12-31') AS t990 WHERE t989.l_orderkey = t990.o_orderkey) AS t991, customer AS customer102 WHERE t991.o_custkey = customer102.c_custkey) AS t992, nation AS nation205 WHERE t992.c_nationkey = nation205.n_nationkey) AS t993, nation AS nation206 WHERE t993.s_nationkey = nation206.n_nationkey) AS t994, (SELECT * FROM region WHERE r_name = 'EUROPE') AS t995 WHERE t994.n_regionkey = t995.r_regionkey GROUP BY EXTRACT(YEAR FROM t994.o_orderdate) ORDER BY EXTRACT(YEAR FROM t994.o_orderdate)",['Empty List'],"['LogicalSort', ['LogicalProject', ['LogicalAggregate', ['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']]]]]]]"
26,tpch,"select s_name, count(*) as numwait from supplier, lineitem l1, orders, nation where s_suppkey = l1.l_suppkey and o_orderkey = l1.l_orderkey and o_orderstatus = 'F' and l1.l_receiptdate > l1.l_commitdate and exists ( select * from lineitem l2 where l2.l_orderkey = l1.l_orderkey and l2.l_suppkey <> l1.l_suppkey ) and not exists ( select * from lineitem l3 where l3.l_orderkey = l1.l_orderkey and l3.l_suppkey <> l1.l_suppkey and l3.l_receiptdate > l3.l_commitdate ) and s_nationkey = n_nationkey and n_name = 'KENYA' group by s_name order by numwait desc, s_name;","SELECT t2093.s_name, COUNT(*) AS numwait FROM (SELECT supplier403.s_suppkey, supplier403.s_name, supplier403.s_address, supplier403.s_nationkey, supplier403.s_phone, supplier403.s_acctbal, supplier403.s_comment, t2088.l_orderkey, t2088.l_partkey, t2088.l_suppkey, t2088.l_linenumber, t2088.l_quantity, t2088.l_extendedprice, t2088.l_discount, t2088.l_tax, t2088.l_returnflag, t2088.l_linestatus, t2088.l_shipdate, t2088.l_commitdate, t2088.l_receiptdate, t2088.l_shipinstruct, t2088.l_shipmode, t2088.l_comment, t2089.o_orderkey, t2089.o_custkey, t2089.o_orderstatus, t2089.o_totalprice, t2089.o_orderdate, t2089.o_orderpriority, t2089.o_clerk, t2089.o_shippriority, t2089.o_comment, t2090.n_nationkey, t2090.n_name, t2090.n_regionkey, t2090.n_comment, CAST(t2092.f0 AS BOOLEAN) AS f0 FROM supplier AS supplier403 INNER JOIN (SELECT * FROM lineitem WHERE l_receiptdate > l_commitdate) AS t2088 ON supplier403.s_suppkey = t2088.l_suppkey INNER JOIN (SELECT * FROM orders WHERE o_orderstatus = 'F') AS t2089 ON t2088.l_orderkey = t2089.o_orderkey INNER JOIN (SELECT * FROM nation WHERE n_name = 'KENYA') AS t2090 ON supplier403.s_nationkey = t2090.n_nationkey INNER JOIN (SELECT t2091.l_orderkey AS l_orderkey0, t2091.l_suppkey AS l_suppkey0, TRUE AS f0 FROM lineitem AS lineitem707 INNER JOIN (SELECT lineitem708.l_orderkey, lineitem708.l_suppkey FROM supplier AS supplier404, lineitem AS lineitem708, orders AS orders404, nation AS nation404) AS t2091 ON lineitem707.l_orderkey = t2091.l_orderkey AND lineitem707.l_suppkey <> t2091.l_suppkey) AS t2092 ON t2088.l_orderkey = t2092.l_orderkey0 AND t2088.l_suppkey = t2092.l_suppkey0) AS t2093 LEFT JOIN (SELECT t2100.l_orderkey AS l_orderkey0, t2100.l_suppkey AS l_suppkey0, TRUE AS f0 FROM (SELECT * FROM lineitem WHERE l_receiptdate > l_commitdate) AS t2094 INNER JOIN (SELECT t2095.l_orderkey, t2095.l_suppkey FROM supplier AS supplier405 INNER JOIN (SELECT * FROM lineitem WHERE l_receiptdate > l_commitdate) AS t2095 ON supplier405.s_suppkey = t2095.l_suppkey INNER JOIN (SELECT * FROM orders WHERE o_orderstatus = 'F') AS t2096 ON t2095.l_orderkey = t2096.o_orderkey INNER JOIN (SELECT * FROM nation WHERE n_name = 'KENYA') AS t2097 ON supplier405.s_nationkey = t2097.n_nationkey INNER JOIN (SELECT t2098.l_orderkey AS l_orderkey0, t2098.l_suppkey AS l_suppkey0, TRUE AS f0 FROM lineitem AS lineitem711 INNER JOIN (SELECT lineitem712.l_orderkey, lineitem712.l_suppkey FROM supplier AS supplier406, lineitem AS lineitem712, orders AS orders406, nation AS nation406) AS t2098 ON lineitem711.l_orderkey = t2098.l_orderkey AND lineitem711.l_suppkey <> t2098.l_suppkey) AS t2099 ON t2095.l_orderkey = t2099.l_orderkey0 AND t2095.l_suppkey = t2099.l_suppkey0) AS t2100 ON t2094.l_orderkey = t2100.l_orderkey AND t2094.l_suppkey <> t2100.l_suppkey) AS t2101 ON t2093.l_orderkey = t2101.l_orderkey0 AND t2093.l_suppkey = t2101.l_suppkey0 WHERE t2101.f0 IS NULL GROUP BY t2093.s_name ORDER BY COUNT(*) DESC, t2093.s_name",['Empty List'],"['LogicalSort', ['LogicalAggregate', ['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalFilter', ['LogicalProject', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalProject', ['LogicalJoin', ['LogicalTableScan'], ['LogicalProject', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']]]]]]]], ['LogicalProject', ['LogicalJoin', ['LogicalFilter', 'LogicalTableScan'], ['LogicalProject', ['LogicalFilter', ['LogicalProject', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalProject', ['LogicalJoin', ['LogicalTableScan'], ['LogicalProject', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']]]]]]]]]]]]]]]]"
27,tpch,"select cntrycode, count(*) as numcust, sum(c_acctbal) as totacctbal from ( select substring(c_phone from 1 for 2) as cntrycode, c_acctbal from customer where substring(c_phone from 1 for 2) in ('24', '29', '25', '42', '36', '32', '33') and c_acctbal > ( select avg(c_acctbal) from customer where c_acctbal > 0.00 and substring(c_phone from 1 for 2) in ('24', '29', '25', '42', '36', '32', '33') ) and not exists ( select * from orders where o_custkey = c_custkey ) ) as custsale group by cntrycode order by cntrycode;","SELECT SUBSTR(t.c_phone FROM 1 FOR 2) AS cntrycode, COUNT(*) AS numcust, SUM(t.c_acctbal) AS totacctbal FROM (SELECT * FROM customer WHERE SUBSTR(c_phone FROM 1 FOR 2) = '24' OR (SUBSTR(c_phone FROM 1 FOR 2) = '29' OR SUBSTR(c_phone FROM 1 FOR 2) = '25') OR (SUBSTR(c_phone FROM 1 FOR 2) = '42' OR SUBSTR(c_phone FROM 1 FOR 2) = '36' OR (SUBSTR(c_phone FROM 1 FOR 2) = '32' OR SUBSTR(c_phone FROM 1 FOR 2) = '33'))) AS t INNER JOIN (SELECT AVG(c_acctbal) AS EXPR0 FROM customer WHERE c_acctbal > 0.00 AND (SUBSTR(c_phone FROM 1 FOR 2) = '24' OR (SUBSTR(c_phone FROM 1 FOR 2) = '29' OR SUBSTR(c_phone FROM 1 FOR 2) = '25') OR (SUBSTR(c_phone FROM 1 FOR 2) = '42' OR SUBSTR(c_phone FROM 1 FOR 2) = '36' OR (SUBSTR(c_phone FROM 1 FOR 2) = '32' OR SUBSTR(c_phone FROM 1 FOR 2) = '33')))) AS t1 ON t.c_acctbal > t1.EXPR0 LEFT JOIN (SELECT o_custkey, TRUE AS f0 FROM orders) AS t2 ON t.c_custkey = t2.o_custkey WHERE t2.f0 IS NULL GROUP BY SUBSTR(t.c_phone FROM 1 FOR 2) ORDER BY SUBSTR(t.c_phone FROM 1 FOR 2);",['Empty List'],"['LogicalSort', ['LogicalAggregate', ['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', ['LogicalFilter', 'LogicalTableScan'], ['LogicalAggregate', ['LogicalProject', 'LogicalFilter', 'LogicalTableScan']]], ['LogicalProject', 'LogicalTableScan']]]]]]"
28,tpch,"select s_acctbal, s_name, n_name, p_partkey, p_mfgr, s_address, s_phone, s_comment from part, supplier, partsupp, nation, region where p_partkey = ps_partkey and s_suppkey = ps_suppkey and p_size = 22 and p_type like '%NICKEL' and s_nationkey = n_nationkey and n_regionkey = r_regionkey and r_name = 'AFRICA' and ps_supplycost = ( select min(ps_supplycost) from partsupp, supplier, nation, region where p_partkey = ps_partkey and s_suppkey = ps_suppkey and s_nationkey = n_nationkey and n_regionkey = r_regionkey and r_name = 'AFRICA' ) order by s_acctbal desc, n_name, s_name, p_partkey;","SELECT t328.s_acctbal, t328.s_name, t328.n_name, t328.p_partkey, t328.p_mfgr, t328.s_address, t328.s_phone, t328.s_comment FROM (SELECT t317.p_partkey, t317.p_name, t317.p_mfgr, t317.p_brand, t317.p_type, t317.p_size, t317.p_container, t317.p_retailprice, t317.p_comment, supplier43.s_suppkey, supplier43.s_name, supplier43.s_address, supplier43.s_nationkey, supplier43.s_phone, supplier43.s_acctbal, supplier43.s_comment, partsupp43.ps_partkey, partsupp43.ps_suppkey, partsupp43.ps_availqty, partsupp43.ps_supplycost, partsupp43.ps_comment, nation43.n_nationkey, nation43.n_name, nation43.n_regionkey, nation43.n_comment, t318.r_regionkey, t318.r_name, t318.r_comment, CAST(t326.ps_partkey AS INTEGER) AS ps_partkey0, CAST(t326.EXPR0 AS DECIMAL(19, 0)) AS EXPR0 FROM (SELECT * FROM part WHERE p_size = 22 AND p_type LIKE '%NICKEL') AS t317 CROSS JOIN supplier AS supplier43 INNER JOIN partsupp AS partsupp43 ON t317.p_partkey = partsupp43.ps_partkey AND supplier43.s_suppkey = partsupp43.ps_suppkey INNER JOIN nation AS nation43 ON supplier43.s_nationkey = nation43.n_nationkey INNER JOIN (SELECT * FROM region WHERE r_name = 'AFRICA') AS t318 ON nation43.n_regionkey = t318.r_regionkey INNER JOIN (SELECT t323.ps_partkey, MIN(t323.EXPR0) AS EXPR0 FROM (SELECT t321.ps_partkey, t322.n_regionkey, MIN(t321.EXPR0) AS EXPR0 FROM (SELECT t319.ps_partkey, t320.s_nationkey, MIN(t319.EXPR0) AS EXPR0 FROM (SELECT ps_partkey, ps_suppkey, MIN(ps_supplycost) AS EXPR0 FROM partsupp GROUP BY ps_partkey, ps_suppkey) AS t319 INNER JOIN (SELECT s_suppkey, s_nationkey FROM supplier GROUP BY s_suppkey, s_nationkey) AS t320 ON t319.ps_suppkey = t320.s_suppkey GROUP BY t319.ps_partkey, t320.s_nationkey) AS t321 INNER JOIN (SELECT n_nationkey, n_regionkey FROM nation GROUP BY n_nationkey, n_regionkey) AS t322 ON t321.s_nationkey = t322.n_nationkey GROUP BY t321.ps_partkey, t322.n_regionkey) AS t323 INNER JOIN (SELECT r_regionkey FROM region WHERE r_name = 'AFRICA' GROUP BY r_regionkey) AS t325 ON t323.n_regionkey = t325.r_regionkey GROUP BY t323.ps_partkey) AS t326 ON t317.p_partkey = t326.ps_partkey AND partsupp43.ps_supplycost = t326.EXPR0 ORDER BY supplier43.s_acctbal DESC, nation43.n_name, supplier43.s_name, t317.p_partkey) AS t328",['Empty List'],"['LogicalSort', ['LogicalProject', ['LogicalProject', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalFilter', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalFilter', 'LogicalTableScan']], ['LogicalAggregate', ['LogicalProject', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalFilter', 'LogicalTableScan']]]]]]]]"
29,tpch,"select l_orderkey, sum(l_extendedprice * (1 - l_discount)) as revenue, o_orderdate, o_shippriority from customer, orders, lineitem where c_mktsegment = 'HOUSEHOLD' and c_custkey = o_custkey and l_orderkey = o_orderkey and o_orderdate < date '1995-03-05' and l_shipdate > date '1995-03-05' group by l_orderkey, o_orderdate, o_shippriority order by revenue desc, o_orderdate;","SELECT t807.l_orderkey, SUM(t807.l_extendedprice * (1 - t807.l_discount)) AS revenue, t806.o_orderdate, t806.o_shippriority FROM (SELECT * FROM (SELECT * FROM customer WHERE c_mktsegment = 'HOUSEHOLD') AS t804, (SELECT * FROM orders WHERE o_orderdate < DATE '1995-03-05') AS t805 WHERE t804.c_custkey = t805.o_custkey) AS t806, (SELECT * FROM lineitem WHERE l_shipdate > DATE '1995-03-05') AS t807 WHERE t807.l_orderkey = t806.o_orderkey GROUP BY t807.l_orderkey, t806.o_orderdate, t806.o_shippriority ORDER BY SUM(t807.l_extendedprice * (1 - t807.l_discount)) DESC, t806.o_orderdate",['Empty List'],"['LogicalSort', ['LogicalProject', ['LogicalAggregate', ['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]]]]"
30,tpch,"select o_orderpriority, count(*) as order_count from orders where o_orderdate >= date '1993-09-01' and o_orderdate < date '1993-09-01' + interval '3' month and exists ( select * from lineitem where l_orderkey = o_orderkey and l_commitdate < l_receiptdate ) group by o_orderpriority order by o_orderpriority;","SELECT t8.o_orderpriority, COALESCE(SUM(t8.order_count * t10.order_count), 0) AS order_count FROM (SELECT o_orderkey, o_orderpriority, COUNT(*) AS order_count FROM orders WHERE o_orderdate >= DATE '1993-09-01' AND o_orderdate < (DATE '1993-09-01' + INTERVAL '3' MONTH) GROUP BY o_orderkey, o_orderpriority) AS t8 INNER JOIN (SELECT l_orderkey, COUNT(*) AS order_count FROM lineitem WHERE l_commitdate < l_receiptdate GROUP BY l_orderkey) AS t10 ON t8.o_orderkey = t10.l_orderkey GROUP BY t8.o_orderpriority ORDER BY t8.o_orderpriority",['Empty List'],"['LogicalSort', ['LogicalAggregate', ['LogicalProject', ['LogicalProject', ['LogicalJoin', ['LogicalFilter', 'LogicalTableScan'], ['LogicalProject', 'LogicalFilter', 'LogicalTableScan']]]]]]"
31,tpch,"select n_name, sum(l_extendedprice * (1 - l_discount)) as revenue from customer, orders, lineitem, supplier, nation, region where c_custkey = o_custkey and l_orderkey = o_orderkey and l_suppkey = s_suppkey and c_nationkey = s_nationkey and s_nationkey = n_nationkey and n_regionkey = r_regionkey and r_name = 'ASIA' and o_orderdate >= date '1995-01-01' and o_orderdate < date '1995-01-01' + interval '1' year group by n_name order by revenue desc;","SELECT nation99.n_name, SUM(lineitem99.l_extendedprice * (1 - lineitem99.l_discount)) AS revenue FROM customer AS customer99 INNER JOIN (SELECT * FROM orders WHERE o_orderdate >= DATE '1995-01-01' AND o_orderdate < (DATE '1995-01-01' + INTERVAL '1' YEAR)) AS t725 ON customer99.c_custkey = t725.o_custkey INNER JOIN lineitem AS lineitem99 ON t725.o_orderkey = lineitem99.l_orderkey INNER JOIN supplier AS supplier99 ON lineitem99.l_suppkey = supplier99.s_suppkey AND customer99.c_nationkey = supplier99.s_nationkey INNER JOIN nation AS nation99 ON supplier99.s_nationkey = nation99.n_nationkey INNER JOIN (SELECT * FROM region WHERE r_name = 'ASIA') AS t726 ON nation99.n_regionkey = t726.r_regionkey GROUP BY nation99.n_name ORDER BY SUM(lineitem99.l_extendedprice * (1 - lineitem99.l_discount)) DESC",['Empty List'],"['LogicalSort', ['LogicalAggregate', ['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']]]]]]"
32,tpch,"select supp_nation, cust_nation, l_year, sum(volume) as revenue from ( select n1.n_name as supp_nation, n2.n_name as cust_nation, extract(year from l_shipdate) as l_year, l_extendedprice * (1 - l_discount) as volume from supplier, lineitem, orders, customer, nation n1, nation n2 where s_suppkey = l_suppkey and o_orderkey = l_orderkey and c_custkey = o_custkey and s_nationkey = n1.n_nationkey and c_nationkey = n2.n_nationkey and ( (n1.n_name = 'SAUDI ARABIA' and n2.n_name = 'ALGERIA') or (n1.n_name = 'ALGERIA' and n2.n_name = 'SAUDI ARABIA') ) and l_shipdate between date '1995-01-01' and date '1996-12-31' ) as shipping group by supp_nation, cust_nation, l_year order by supp_nation, cust_nation, l_year;","SELECT nation207.n_name AS supp_nation, nation208.n_name AS cust_nation, EXTRACT(YEAR FROM t665.l_shipdate) AS l_year, SUM(t665.l_extendedprice * (1 - t665.l_discount)) AS revenue FROM supplier AS supplier103 INNER JOIN (SELECT * FROM lineitem WHERE l_shipdate >= DATE '1995-01-01' AND l_shipdate <= DATE '1996-12-31') AS t665 ON supplier103.s_suppkey = t665.l_suppkey INNER JOIN orders AS orders103 ON t665.l_orderkey = orders103.o_orderkey INNER JOIN customer AS customer103 ON orders103.o_custkey = customer103.c_custkey INNER JOIN nation AS nation207 ON supplier103.s_nationkey = nation207.n_nationkey INNER JOIN nation AS nation208 ON customer103.c_nationkey = nation208.n_nationkey AND (nation207.n_name = 'SAUDI ARABIA' AND nation208.n_name = 'ALGERIA' OR nation207.n_name = 'ALGERIA' AND nation208.n_name = 'SAUDI ARABIA') GROUP BY nation207.n_name, nation208.n_name, EXTRACT(YEAR FROM t665.l_shipdate) ORDER BY nation207.n_name, nation208.n_name, EXTRACT(YEAR FROM t665.l_shipdate)",['Empty List'],"['LogicalSort', ['LogicalAggregate', ['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']]]]]]"
